Id,Label,timeset,Gender,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,modularity_class
4349,"William of Ross, clerk of Bishop Gilbert of Caithness",,M,1,0,1,1,0,1,78
4345,Chapter of Caithness,,I,1,0,1,1,0,1,78
4350,"Eudo, chaplain of Bishop Gilbert of Caithness",,M,1,0,1,1,0,1,78
3632,"William, son of Nicholas, canon-sacrist of Holyrood",,M,1,0,1,1,0,1,79
4918,"William, son of William, goldsmith of Perth",,M,1,0,1,1,0,1,80
4917,"John Haylbotyl, burgess of Perth (early 13C)",,M,1,0,1,1,0,1,80
6603,"Loretta, daughter of Saer de Quincy",,F,1,0,1,1,0,1,68
2620,Monks of Arbroath,,M,2,0,2,5,0,5,68
5224,Richard White of Dundee,,M,1,0,1,1,0,1,81
15678,"Adam, chaplain of Bishop Robert of Ross",,M,1,0,1,1,0,1,69
972,"William, son of Adam of Nevay",,M,1,0,1,1,0,1,73
3101,"Church of St Kentigern, Borthwick",,I,1,0,1,1,0,1,73
3085,"Geoffrey of Perth, clerk of Bishop Roger",,M,1,0,1,1,0,1,73
3087,Church of Errol,,I,2,0,2,3,0,3,73
3108,"Alan of Richmond, master (fl.1189-1214x33)",,M,1,0,1,1,0,1,73
5079,Hospital of Crookston (?),,I,1,0,1,1,0,1,66
5067,Henry of Ness,,M,1,0,1,1,0,1,66
2828,Church of Cargill,,I,1,0,1,1,0,1,74
2697,"Gilbert, son-in-law of Uhtred",,M,3,0,3,3,0,3,74
1841,"Hugh of Potton, archdeacon of Glasgow (d.1238)",,M,1,0,1,1,0,1,66
5302,"Aldan, son of Duna",,M,1,0,1,1,0,1,82
7433,Church of St Nicholas of the Island of Elbottle,,I,3,0,3,5,0,5,69
3619,Osmund of Gullane,,M,1,0,1,1,0,1,69
15102,"Chapel of St Laurence of Kinblethmont ",,I,1,0,1,1,0,1,68
1539,Matilda Malherbe,,F,1,0,1,1,0,1,68
9265,Vaudey Abbey,,I,2,0,2,3,0,3,1
6090,Men of Earl Duncan of Fife,,M,1,0,1,1,0,1,73
10030,"Simon, chaplain of Mow",,M,1,0,1,1,0,1,72
8964,Church of St Cuthbert of East Calder,,I,1,0,1,1,0,1,72
14559,"Chapel of St Leonard, Tartraven",,I,1,0,1,1,0,1,73
14342,"Hugh, son of William (PER)",,M,2,0,2,2,0,2,73
1202,William Lunnok,,M,2,0,2,2,0,2,72
6343,"Gilbert or Gilla Brigte, nepos of Edgar son of Donald",,M,1,0,1,1,0,1,72
1915,Elias of Dundas (son of Uhtred),,M,1,0,1,1,0,1,73
15441,Bromholm Priory,,I,2,0,2,4,0,4,66
12791,Hospital of Addeston,,I,1,0,1,1,0,1,71
15402,"Robert, son of Uhtred of Pitroddie",,M,1,0,1,1,0,1,71
7441,"Ralph, prior of Coldingham (fl.1218x34)",,M,1,0,1,1,0,1,3
7994,Almshouse of Coldingham,,I,8,0,8,9,0,9,3
11849,Sacristy of Coldingham Priory,,I,3,0,3,3,0,3,3
424,"Arnold, prior of Coldingham (fl.c.1195x1207-08x11)",,M,1,0,1,1,0,1,3
13319,Adam of Quixwood,,M,1,0,1,1,0,1,3
482,"Herbert, prior of Coldingham (fl.1172x74-75)",,M,1,0,1,1,0,1,3
13687,"Robert, son of Matilda",,M,1,0,1,1,0,1,3
4672,Hospital of Jerusalem of Torphichen,,I,2,0,2,2,0,2,71
9647,Henry Graham (TRA3),,M,1,0,1,1,0,1,66
11989,William of Preston (son of John),,M,3,0,3,3,0,3,66
15511,"Stephen, son of Nicholas, burgess of Renfrew",,M,1,0,1,1,0,1,66
22334,"Unknown, abbot of Holyrood (13C)",,M,1,0,1,1,0,1,66
1488,"St Mary's Abbey, Dublin",,I,1,0,1,1,0,1,9
1665,"Richard, bishop of the Isles (d.1275)",,M,1,0,1,2,0,2,75
1537,"St Werburg Abbey, Chester",,I,1,0,1,1,0,1,83
1571,"William, bishop of Durham (d.1096)",,M,1,0,1,1,0,1,3
5081,Unknown procurators of Dryburgh Abbey,,M,1,0,1,1,0,1,9
7882,"Roger of Mercheley, monk of Merchingley",,M,2,0,2,3,0,3,69
14376,"Matilda, sister of John of Wilton",,F,1,0,1,1,0,1,66
8248,"Roger Crispin ",,M,1,0,1,1,0,1,67
8045,Robert of Crosbie,,M,1,0,1,1,0,1,67
8179,"Humphrey, son of Simon",,M,1,0,1,1,0,1,67
13076,"Helen, daughter of Simon Lindsay",,F,3,0,3,3,0,3,72
5049,"Ralph, chaplain of Crail",,M,1,0,1,1,0,1,84
8198,Clairvaux Abbey,,I,1,0,1,1,0,1,67
2381,"David of Torthorwald, knight (d.c.1296)",,M,2,0,2,2,0,2,67
8234,"Henry of Kirkcudbright ",,M,1,0,1,1,0,1,67
8242,William de Heineville,,M,1,0,1,1,0,1,67
7522,Sweetheart Abbey,,I,1,0,1,1,0,1,9
12027,Hospital of Kincardine O'Neil,,I,1,0,1,3,0,3,74
12223,Chapel of Logie Durno,,I,1,0,1,1,0,1,74
2280,"Gilbert or Gilla Brigte, son of Earl Gilbert, lord of Glencarnie (I) (d.a.1267)",,M,1,0,1,1,0,1,74
12177,"Unknown, grandson of Alan Durward",,M,1,0,1,1,0,1,74
5260,"Thomas Bonar, burgess of Aberdeen",,M,1,0,1,2,0,2,85
6268,Prebendaries at Newburgh in Buchan,,M,1,0,1,1,0,1,68
6296,"Fergus, son of John of Fiddes ",,M,1,0,1,1,0,1,68
1356,Jordan Comyn,,M,1,0,1,1,0,1,68
6265,Turriff Almshouse (Hospital),,M,1,0,1,1,0,1,68
3188,Adam son of Robert of Pilmore (late 13C),,M,1,0,1,1,0,1,68
3187,William of Tottenhall (fl.1277),,M,3,0,3,3,0,3,86
4942,"John, armiger (armour-bearer)",,M,1,0,1,1,0,1,87
4943,"Peter, son of Adam",,M,1,0,1,1,0,1,87
4944,"Thomas, son of Bernard",,M,1,0,1,1,0,1,87
4945,Richard of Kirkland,,M,1,0,1,1,0,1,87
4946,Magot de Craggy,,F,1,0,1,1,0,1,87
4947,"John, flocker",,M,1,0,1,1,0,1,87
4948,"Eve, daughter of John Harloth",,F,1,0,1,1,0,1,87
4949,"Susanna, wife of John, armiger",,F,1,0,1,1,0,1,87
4953,"Malcolm, son of Malcolm of Frendraught",,M,1,0,1,1,0,1,87
5028,"Peter de Campania (Champagne), clerk",,M,1,0,1,1,0,1,9
2557,"Oliver, abbot of Dryburgh (fl.1262-73x)",,M,1,0,1,1,0,1,9
4925,"Emma, wife of Thomas del Bois",,F,1,0,1,1,0,1,71
3996,"Alan of Soutra, vicar of Peterculter",,M,2,0,2,2,0,2,71
3324,Precentory of Dunkeld,,I,1,0,1,1,0,1,73
2451,"Bishops from England, Ireland, Wales or Scotland",,M,1,0,1,1,0,1,88
7173,Church of Migvie,,I,1,0,1,1,0,1,67
7174,"Unknown, vicar of Migvie",,M,1,0,1,1,0,1,67
6661,Tenants of Holyrood Abbey in Preston (ELO),,M/F,1,0,1,1,0,1,9
5588,"Serlo / Saer Seton, knight",,M,1,0,1,1,0,1,9
3355,John of Kinloch,,M,3,0,3,4,0,4,9
7378,"Adam Seton, master, chaplain",,M,1,0,1,1,0,1,9
6702,"Nicholas of Clackmannan, king's brewer",,M,1,0,1,1,0,1,9
1171,"William Murray, son of Malcolm Murray, knight (TRA3)",,M,8,0,8,10,0,10,89
7033,Malise of Logie,,M,1,0,1,1,0,1,67
18203,"Adam, son of Christina of Lumbennie",,M,2,0,2,2,0,2,74
14480,"Luke, son of Osmund ",,M,1,0,1,1,0,1,69
7276,"Gilla Martain, son of Gillemichel",,M,1,0,1,1,0,1,66
6739,"Mael Domnaig, son of Gilla Muire",,M,1,0,1,1,0,1,66
6548,"Luke, son of Michael of Fintry, dean of Lennox",,M,1,0,1,1,0,1,66
7277,"Gillecondad, son of Gilla Micheil",,M,1,0,1,1,0,1,66
7273,"Gilla Micheil, son of Gilla Micheil",,M,1,0,1,1,0,1,66
6171,Humphrey of Kilpatrick,,M,1,0,1,1,0,1,66
2159,"Mauricius (Murdoch), son of Galbraith",,M,1,0,1,1,0,1,66
6099,"Mael Domnaig, dean of Lennox",,M,1,0,1,1,0,1,66
6875,Stephen of Blantyre,,M,1,0,1,2,0,2,66
7235,"Donald, son of Macynel",,M,1,0,1,1,0,1,66
7232,"William, son of Arthur son of Galbraith",,M,1,0,1,1,0,1,66
6910,"Gilla Muire, son of Maldoven",,M,1,0,1,2,0,2,66
7218,"Arthur, son of Murethach",,M,1,0,1,1,0,1,66
7217,"Maurice or Murdoch, son of Gillespie",,M,1,0,1,1,0,1,66
2938,William Douglas (d.x1274),,M,1,0,1,1,0,1,9
2107,Bernard Mowat (son of Michael),,M,1,0,1,1,0,1,90
14946,David of Denoon,,M,1,0,1,1,0,1,90
2331,"William de Gourlay, knight",,M,1,0,1,1,0,1,91
10490,"Maison Dieu, Brechin (Chapel of St Mary)",,I,1,0,1,2,0,2,74
11288,"Unknown, chaplain at Lindores Castle",,M,1,0,1,1,0,1,74
8377,Church of Abdie,,I,1,0,1,1,0,1,74
10984,Church of Rathmuriel (ChristÄŹĹĽËťs Kirk),,I,1,0,1,1,0,1,74
9756,Philip le Brun,,M,1,0,1,1,0,1,74
12886,"Margery, wife of Matthew of Moncreiffe",,F,1,0,1,1,0,1,74
3197,"Alexander of Allardice, (?) burgess of Aberdeen",,M,1,0,1,1,0,1,92
4799,"Duncan, judex (mid 13C)",,M,3,0,3,3,0,3,92
4798,Adam Wishart,,M,2,0,2,2,0,2,92
7374,"Duncan, son of Gilchrist",,M,1,0,1,1,0,1,66
7345,Michael mac Cessan,,M,1,0,1,1,0,1,66
7049,Arthur Galbraith,,M,1,0,1,2,0,2,66
7346,"Walter Sproull, steward of Malcolm earl of Lennox",,M,1,0,1,1,0,1,66
16015,"Malcolm, son of Gilla Micheil mac Eadwulf",,M,3,0,3,3,0,3,66
4941,"Thomas de Betheref, knight",,M,1,0,1,1,0,1,93
4926,"Richard, cook, serviens, burgess of Dunfermline",,M,1,0,1,2,0,2,93
4935,Duncan of Crambeth,,M,1,0,1,1,0,1,93
14722,Church of Mearns,,I,1,0,1,1,0,1,66
2127,"John Lindsay, knight",,M,1,0,1,1,0,1,66
11950,John Fraser (13C),,M,1,0,1,1,0,1,66
11103,House of Ardlogie (monks of Arbroath),,I,1,0,1,1,0,1,68
5271,Aberdeen Carmelite Friary,,I,3,0,3,4,0,4,69
7785,"John of Garioch, knight",,M,1,0,1,1,0,1,67
4071,"Robert de la Runce, vicar of Bourtie",,M,1,0,1,2,0,2,71
4761,"Malcolm, janitor of Edinburgh",,M,1,0,1,1,0,1,71
3809,Knights Templar of Maryculter,,I,1,0,1,1,0,1,71
3803,Churches of Aberdeen Cathedral,,I,1,0,1,1,0,1,71
4763,"Walter, son of Turpin",,M,1,0,1,1,0,1,71
5063,"Richard, son of Thomas",,M,1,0,1,1,0,1,71
3175,"Philip of Meldrum/Feodarg, knight",,M,3,0,3,3,0,3,74
9547,Alexander Ogilvie,,M,1,0,1,1,0,1,94
9590,Roger of Clunie,,M,1,0,1,1,0,1,74
7037,"Unknown, chaplain of Inchaffray Abbey",,M,2,0,2,3,0,3,69
7032,"Cecilia, daughter of Earl Malise of Strathearn",,F,1,0,1,1,0,1,67
7021,"Amabel, sister of Earl Malise of Strathearn",,M,1,0,1,1,0,1,67
405,"Alan, abbot of Inchaffray (fl.1258-71)",,M,1,0,1,1,0,1,67
7029,"Mary, daughter of Earl Robert of Strathearn",,F,1,0,1,1,0,1,67
14369,"John of Liddell, son of Thomas",,M,2,0,2,2,0,2,73
4801,"Andrew, son of Alexander",,M,1,0,1,1,0,1,92
5841,Peter of Ceres,,M,1,0,1,1,0,1,92
15347,Saint Ternan,,M,1,0,1,1,0,1,95
7177,Bishopric of Brechin,,I,1,0,1,1,0,1,95
6563,Saddell Abbey,,I,4,0,4,5,0,5,66
12039,"Richard Soylard ",,M,1,0,1,1,0,1,1
6921,"Alexander Menzies, knight",,M,1,0,1,1,0,1,96
5718,"John of Inchmartine, knight",,M,1,0,1,1,0,1,96
2509,"Henry of Horncastre, prior of Coldingham (fl.1276-96)",,M,2,0,2,2,0,2,3
2612,"William of Kent, master, clerk",,M,1,0,1,1,0,1,68
2043,"Nicholas of Meaux, bishop of the Isles (d.p.1226)",,M,1,0,1,1,0,1,9
3663,"Unknown, sacrist of Coldingham",,M,1,0,1,1,0,1,3
4412,"Rodbert, son of Gozo",,M,2,0,2,2,0,2,97
2563,"Paul, prior of Whithorn (fl.1217x35)",,M,1,0,1,1,0,1,9
3721,"Walter of Shelfanger, clerk",,M,2,0,2,2,0,2,98
5720,"Hugh of Lochore, sheriff of Fife",,M,2,0,2,2,0,2,73
4936,"Alexander of Blair (I), knight (early13C)",,M,2,0,2,2,0,2,99
13462,"Simon of Scrogges, son of Robert",,M,2,0,2,2,0,2,1
5683,"Church of St Modhrust (Drostan), Markinch",,I,1,0,1,1,0,1,99
5698,"Ness Ramsay, son of Ness Ramsay (mid13C)",,M,1,0,1,2,0,2,99
5691,"Richard, son of Andrew of Linton",,M,1,0,1,1,0,1,99
829,"Ranulf de Wat, archdeacon of St Andrews (d.1209)",,M,1,0,1,1,0,1,100
3575,"Henry of Rutherglen, monk of Paisley",,M,1,0,1,1,0,1,66
6998,"Gilbert or Gilla Brigte, son of Earl Robert of Strathearn",,M,2,0,2,2,0,2,69
1287,"Alan, son of Cospatric of Swinton",,M,1,0,1,1,0,1,69
15621,"John, son of William son of Lambin",,M,2,0,2,2,0,2,67
5873,"Amabel, mother of Richard of Fans",,F,2,0,2,2,0,2,72
14151,"Richard, son of Roger, burgess of Dundee",,M,1,0,1,1,0,1,67
5075,Berwick Priory (South Berwick),,I,2,0,2,2,0,2,9
15872,Elias of Kinninmonth (fl.1260-90),,M,1,0,1,1,0,1,73
3340,"Nicholas, abbot of Scone (fl.1270-73)",,M,1,0,1,1,0,1,73
3489,Chapel of St Nicholas of Lanark,,I,1,0,1,1,0,1,9
3496,"Church of St Kentigern, Lanark",,I,4,0,4,4,0,4,9
6949,"Cecilia, daughter of Earl Gilbert of Strathearn",,F,1,0,1,1,0,1,67
4873,Reginald del Bois,,M,1,0,1,1,0,1,71
4405,Thomas del Bois,,M,1,0,1,1,0,1,71
2423,"Abel of Gullane, bishop of St Andrews (d.1254)",,M,1,0,1,1,0,1,71
12729,Thomas of Liddell,,M,1,0,1,1,0,1,9
5114,Robert Mauleverer,,M,1,0,1,1,0,1,66
3668,"Henry de Sylton, prior of Coldingham (fl.1248-60)",,M,3,0,3,4,0,4,3
418,"Anketin, prior of Coldingham (fl.1235-42)",,M,2,0,2,2,0,2,3
12373,"Alexander, almoner of Coldingham ",,M,1,0,1,1,0,1,3
16018,"William, carpenter of Coldingham",,M,1,0,1,1,0,1,11
5441,"Ranulf, son of Aiulf of Mellerstain",,M,1,0,1,1,0,1,73
4864,Church of Kirkcaldy,,I,1,0,1,1,0,1,69
4865,Church of Dysart,,I,1,0,1,1,0,1,69
14399,"Richard of Liddell, nepos of Richard of Liddell",,M,1,0,1,1,0,1,12
13207,"Maurice, son of Robert, man of John son of Michael",,M,1,0,1,1,0,1,71
15853,"Thomas Vilator ",,M,1,0,1,1,0,1,1
11687,"Mark of Clapham, son of Hugh of Clapham",,M,1,0,1,1,0,1,13
9435,Chapel of Ogston,,I,1,0,1,1,0,1,14
4921,"Simon, deoradh, son of Thomas, deoradh, of Kinglassie",,M,1,0,1,1,0,1,15
3097,Richard Niger/Brun (12/13C),,M,1,0,1,1,0,1,3
2120,"Robert de Prebenda, bishop of Dunblane (d.1284)",,M,1,0,1,1,0,1,68
15179,Adam of Polwarth (father or son),,M,1,0,1,1,0,1,73
246,"Margaret, queen of Scots (d.1093)",,F,2,0,2,2,0,2,73
13288,"John of Maxton, son of Philip",,M,1,0,1,1,0,1,71
5552,"Nicholas, son of Brice (or the priest)",,M,2,0,2,2,0,2,68
10441,"Church of St Peter of Rathven ",,I,1,0,1,2,0,2,69
4468,Church of Dunballoch,,I,1,0,1,2,0,2,69
10445,Leper house of Rathven,,I,1,0,1,1,0,1,69
3584,Church of Old Kilpatrick,,I,2,0,2,2,0,2,66
15386,"John, son of Margaret wife of Michael Scott",,M,1,0,1,1,0,1,73
6993,"Mael Muire, son of Niall or Niallgus",,M,1,0,1,1,0,1,66
12225,Church of St DrostÄŹĹĽËťn of Insch,,I,1,0,1,2,0,2,16
5427,Matthew of Auchencrow,,M,1,0,1,1,0,1,0
4302,"Thomas, son of Ranulf (d. 1262)",,M,1,0,1,1,0,1,0
5426,Saint Bothan,,M,1,0,1,1,0,1,0
5391,St Bothans Priory,,I,1,0,1,1,0,1,0
4745,Walter Murray of Duffus (son of Hugh),,M,1,0,1,1,0,1,17
5270,Aberdeen Trinitarian Friary,,I,1,0,1,2,0,2,92
4924,"Richard Murray, son of Murdoch",,M,1,0,1,1,0,1,4
4957,"Simon Sturi, burgess of Musselburgh",,M,1,0,1,1,0,1,4
10810,"Robert, son of Adam Long of Hume",,M,1,0,1,2,0,2,73
5362,Brethren of Penitentia,,M,1,0,1,1,0,1,3
4961,Burgh of Dunfermline,,I,1,0,1,1,0,1,5
4960,Burgesses of Dunfermline,,M,1,0,1,1,0,1,5
2918,"Richard, son of John the priest",,M,1,0,1,1,0,1,18
5133,"William, son of P. of Speldemeloc",,M,1,0,1,1,0,1,19
5165,William Welyeuyth,,M,1,0,1,1,0,1,20
3694,"Roger, son of Martin the weaver",,M,1,0,1,1,0,1,21
22333,"Unknown, prior of Coldingham (13C)",,M,1,0,1,1,0,1,3
14115,"Elias, son of Aldan ",,M,1,0,1,1,0,1,3
3665,Patrick Scott of Reston (father of John Scott),,M,1,0,1,1,0,1,69
5430,Chapel of St Nicholas and St Mary of West Reston,,I,1,0,1,1,0,1,69
5436,"Adam of Twizel, almoner",,M,1,0,1,1,0,1,69
5435,"Nicholas of Ybernia, sacrist of Coldingham",,M,1,0,1,1,0,1,69
5437,"William of Darlington, terrar (Coldingham)",,M,1,0,1,1,0,1,69
7983,Simon of Badby,,M,1,0,1,1,0,1,22
11981,"Robert, son of Roger (brother of Adam of Edington) ",,M,1,0,1,1,0,1,3
5387,"Unknown, prioress of St Bothans",,F,1,0,1,1,0,1,3
13106,"Patrick, man of Simon Lindsay",,M,1,0,1,1,0,1,72
5866,Men of Melrose Abbey,,M,2,0,2,2,0,2,71
10837,Chapel of Wedderlie,,I,1,0,1,1,0,1,72
10710,Church of Greenlaw,,I,2,0,2,4,0,4,72
15900,"Juliana, daughter of Peter of Graden",,F,1,0,1,1,0,1,23
14140,"Alan, relative of Ness of London",,M,1,0,1,1,0,1,1
9658,Church of Gordon,,I,1,0,1,1,0,1,72
11682,"Archibald of Aberchirder, son of John",,M,1,0,1,1,0,1,24
3391,Church of St Andrew of Collessie,,I,1,0,1,1,0,1,25
6786,Church of St John in Kintyre,,I,1,0,1,1,0,1,66
12834,"Agnes, wife of David Graham",,F,2,0,2,2,0,2,66
4363,"William, bishop of Argyll (d.1241)",,M,1,0,1,1,0,1,6
6801,Church of Argyll,,I,1,0,1,1,0,1,6
8024,Hugh Mauleverer,,M,1,0,1,1,0,1,26
16936,"Murdoch, son of Corc",,M,2,0,2,3,0,3,2
7398,Friars Minor of Elgin,,I,1,0,1,1,0,1,69
11681,"Elizabeth, daughter of William Ramsay of Auchterhouse",,F,1,0,1,1,0,1,71
4444,"William Ramsay of Auchterhouse, sheriff of Forfar",,M,1,0,1,1,0,1,71
6147,"Adam, son of Cospatric (I) earl of Dunbar",,M,6,0,6,6,0,6,27
15839,Geoffrey of Haswell,,M,1,0,1,1,0,1,28
7969,Roger del Bernes of Auchencrow,,M,1,0,1,1,0,1,29
12109,"Stephen of Howden, sacrist of Coldingham",,M,2,0,2,2,0,2,3
1371,"Thomas I or II, prior of Coldingham",,M,1,0,1,1,0,1,30
6180,"Maurice, son of Master Merlin",,M,4,0,4,4,0,4,31
12488,Chapel of St Denis in Ayton,,I,1,0,1,1,0,1,32
5349,William Scott of Coldingham,,M,1,0,1,1,0,1,33
13609,Adam of Smardale,,M,1,0,1,1,0,1,9
11281,"Nicholas Sproull ",,M,2,0,2,2,0,2,7
8777,William Gley of Glasgow (late 12C),,M,1,0,1,1,0,1,34
2200,Abbey of St Thomas of Canterbury,,I,1,0,1,1,0,1,73
8971,Church of Cambusnethan,,I,1,0,1,1,0,1,72
12788,"John Erskine (II), son of John",,M,1,0,1,1,0,1,35
12537,"Richard, son of John of Invertiel ",,M,1,0,1,1,0,1,36
10571,"Michael, son of Morgan MacNab",,M,1,0,1,1,0,1,68
10544,"Unknown, chaplain of Mow",,M,1,0,1,1,0,1,72
3347,"Thomas Wallace, son of Adam Wallace",,M,3,0,3,4,0,4,48
10368,"Amabel, daughter of John of Ainslie, wife of John of Wemyss",,F,1,0,1,1,0,1,8
3301,"John of Wemyss, knight",,M,1,0,1,1,0,1,8
10381,"Christian, chaplain of St Marnan",,M,1,0,1,1,0,1,69
10576,"Nicholas Baird, son of Alexander Baird",,M,1,0,1,1,0,1,37
2069,"David of Haddington, son of Hugh White",,M,1,0,1,1,0,1,38
10594,Chaplains of Ingoliston (Kilbucho),,M,1,0,1,1,0,1,69
11200,Geoffrey of Eckford,,M,1,0,1,2,0,2,72
16832,Hugh de Ros (Rose),,M,1,0,1,2,0,2,69
16833,"Mariota/Mary, wife of Hugh de Ros (Rose)",,F,1,0,1,1,0,1,69
10742,Oliver of Brotherstone,,M,1,0,1,1,0,1,9
10864,Church of Wiston,,I,1,0,1,1,0,1,72
4044,"Constantine, abbot of Newbattle (1236)",,M,1,0,1,1,0,1,1
11086,"John, son of Robert the page",,M,2,0,2,2,0,2,39
4015,"Adam of Bathgate, master, sheriff of Roxburgh (d.1243)",,M,1,0,1,1,0,1,9
11638,"Mael Brigte Marrenah ",,M,1,0,1,1,0,1,40
12588,Chapel of Broughton,,I,1,0,1,1,0,1,66
5752,"Ada, wife of William Murray",,F,2,0,2,3,0,3,89
10431,"Adam, marischal of Seggie",,M,1,0,1,1,0,1,41
13484,Personas of Stobo,,M,1,0,1,1,0,1,1
12590,Church of Stobo,,I,1,0,1,1,0,1,1
6067,"Malcolm, son of Waltheof, clerk",,M,1,0,1,1,0,1,42
11644,"Duncan, son of Edward of Newtyle",,M,1,0,1,1,0,1,43
11614,David of Moncreiffe,,M,1,0,1,1,0,1,44
11651,"Alice, daughter of  Augustine ",,F,1,0,1,1,0,1,45
11696,"William Frereman ",,M,1,0,1,1,0,1,3
11807,"Geoffrey de Castro, cellarer of Coldingham ",,M,1,0,1,1,0,1,46
11004,John of Preston,,M,1,0,1,1,0,1,66
12168,"Robert Goscelin ",,M,1,0,1,1,0,1,47
8896,"Unknown, porter of Melrose",,M,5,0,5,6,0,6,69
1652,Rushen Abbey,,I,2,0,2,2,0,2,49
1254,"Reginald Crawford, sheriff of Ayr (early 13C)",,M,1,0,1,1,0,1,50
12827,"Michael Fleming, brother of Robert (ABD)",,M,1,0,1,1,0,1,51
12899,"Stephen, chaplain of Lamberton ",,M,1,0,1,1,0,1,52
14107,"Ness, son of William Ramsay (1267)",,M,1,0,1,1,0,1,53
12928,Thomas Melville of Temple,,M,1,0,1,1,0,1,1
12937,"Christiana, wife of Thomas Melville of Temple",,F,1,0,1,1,0,1,1
12984,"Eve, daughter of Thomas Melville, wife of Malcolm son of David",,F,1,0,1,1,0,1,1
12983,"Malcolm, son of David Dun",,M,1,0,1,1,0,1,1
12982,"Alice, daughter of Thomas Melville, wife of Richard son of Geoffrey",,F,1,0,1,1,0,1,1
12981,"Richard, son of Geoffrey son of Gunnhild",,M,1,0,1,1,0,1,1
12980,"Christiana, daughter of Thomas Melville, wife of Adam son of Walter",,F,1,0,1,1,0,1,1
12979,"Adam, son of Walter son of Aldwin",,M,1,0,1,1,0,1,1
10597,"Stephen Melville, clerk",,M,1,0,1,1,0,1,1
13402,"Hugh, brewer of Hassendean",,M,1,0,1,1,0,1,54
14486,John Hauewrth,,M,1,0,1,1,0,1,55
14573,Walter of Coldingham (brother of Gregory),,M,2,0,2,2,0,2,3
14848,Church of Bassendean,,I,1,0,1,1,0,1,72
2033,"Reginald of Irvine, archdeacon (d.1268)",,M,1,0,1,1,0,1,56
14999,"Henry Hastings, son of Albert of Dundee",,M,1,0,1,1,0,1,57
15153,Church of St Michael of Saltoun,,I,4,0,4,4,0,4,9
15096,Walter of Rossie (son of Thomas),,M,1,0,1,1,0,1,58
5703,"Thomas of Rossie, knight",,M,1,0,1,1,0,1,59
15360,Church of St Serf of Alva,,I,1,0,1,1,0,1,66
7731,Friars Preachers of Aberdeen,,I,1,0,1,1,0,1,60
15686,Walter Widowson,,M,2,0,2,2,0,2,61
15792,Waltheof Kokes,,M,1,0,1,1,0,1,62
15920,"Adam Purroc, citizen of St Andrews",,M,1,0,1,1,0,1,63
8472,Robert Grant (fl.1258),,M,1,0,1,1,0,1,64
16031,"Gilbert or Gilla Brigte of Glencarnie (IV), son of Gilbert (III)",,M,1,0,1,1,0,1,24
16945,"John, son of Michael, son of Eadwulf",,M,1,0,1,1,0,1,2
16947,"Forbflaith, wife of John son Michael son of Eadwulf",,F,1,0,1,1,0,1,2
17646,"James of Renfrew, chaplain",,M,1,0,1,2,0,2,65
